record_id,employee_id,loan_volumes,transaction_accuracy,workplan_completion,error_frequencies,feedback_text,truthfulness_weight,reliability_target,recorded_at
274,23,91,95.7,82.27,1,Demonstrates exemplary regulatory compliance.,0.93,1,2025-10-01 00:00:00
275,23,101,88.32,91.13,0,Zero compliance audit findings.,0.95,2,2025-11-01 00:00:00
276,23,107,93.24,84.86,5,Strictly adheres to KYC protocols.,0.93,0,2025-12-01 00:00:00
277,24,96,90.3,92.62,5,Strictly adheres to KYC protocols.,0.93,1,2025-01-01 00:00:00
278,24,78,80.79,81.28,5,Zero compliance audit findings.,0.91,1,2025-02-01 00:00:00
279,24,90,85.2,84.36,2,Zero compliance audit findings.,0.92,1,2025-03-01 00:00:00
280,24,70,78.69,86.16,1,Strictly adheres to KYC protocols.,0.88,1,2025-04-01 00:00:00
281,24,88,87.08,83.05,0,Demonstrates exemplary regulatory compliance.,0.86,1,2025-05-01 00:00:00
282,24,121,84.62,85.23,3,Demonstrates exemplary regulatory compliance.,0.86,1,2025-06-01 00:00:00
283,24,116,88.96,77.74,1,Zero compliance audit findings.,0.92,1,2025-07-01 00:00:00
284,24,93,88.1,96.31,2,Demonstrates exemplary regulatory compliance.,0.86,0,2025-08-01 00:00:00
285,24,85,81.8,69.99,4,Zero compliance audit findings.,0.9,1,2025-09-01 00:00:00
286,24,112,88.66,94.29,1,Strictly adheres to KYC protocols.,0.99,1,2025-10-01 00:00:00
287,24,92,78.32,77.97,1,Strictly adheres to KYC protocols.,0.98,1,2025-11-01 00:00:00
288,24,81,88.35,81.43,5,Demonstrates exemplary regulatory compliance.,0.86,1,2025-12-01 00:00:00
289,25,72,88.93,88.31,2,Strictly adheres to KYC protocols.,0.89,1,2025-01-01 00:00:00
290,25,90,88.49,82.77,3,Demonstrates exemplary regulatory compliance.,0.85,1,2025-02-01 00:00:00
291,25,71,88.72,75.81,5,Zero compliance audit findings.,0.94,0,2025-03-01 00:00:00
292,25,81,92.14,90.0,6,Demonstrates exemplary regulatory compliance.,0.99,1,2025-04-01 00:00:00
293,25,72,79.74,91.2,4,Zero compliance audit findings.,0.89,1,2025-05-01 00:00:00
294,25,110,87.03,80.84,1,Zero compliance audit findings.,0.93,1,2025-06-01 00:00:00
295,25,61,93.9,92.77,1,Zero compliance audit findings.,0.87,1,2025-07-01 00:00:00
296,25,127,84.37,89.75,1,Demonstrates exemplary regulatory compliance.,0.93,1,2025-08-01 00:00:00
297,25,95,87.88,84.96,2,Zero compliance audit findings.,0.88,1,2025-09-01 00:00:00
298,25,103,85.86,82.29,0,Strictly adheres to KYC protocols.,0.97,1,2025-10-01 00:00:00
299,25,89,87.6,80.41,1,Demonstrates exemplary regulatory compliance.,0.97,1,2025-11-01 00:00:00
300,25,89,95.19,86.93,2,Strictly adheres to KYC protocols.,0.97,1,2025-12-01 00:00:00
301,26,132,98.93,95.48,1,High output speed on ledger entries.,0.9,2,2025-01-01 00:00:00
302,26,112,97.12,87.72,1,High output speed on ledger entries.,0.95,2,2025-02-01 00:00:00
303,26,113,100.0,100.0,2,Completes workplans well ahead of schedule.,0.97,2,2025-03-01 00:00:00
304,26,117,93.82,88.95,2,High output speed on ledger entries.,0.96,2,2025-04-01 00:00:00
305,26,130,93.32,94.96,0,Consistently exceeds monthly volume targets.,0.91,2,2025-05-01 00:00:00
306,26,152,100.0,95.17,1,Completes workplans well ahead of schedule.,0.91,2,2025-06-01 00:00:00
307,26,187,94.88,88.9,0,High output speed on ledger entries.,0.99,0,2025-07-01 00:00:00
308,26,144,92.24,95.01,2,High output speed on ledger entries.,0.89,2,2025-08-01 00:00:00
309,26,132,95.1,95.12,1,Consistently exceeds monthly volume targets.,0.92,1,2025-09-01 00:00:00
310,26,142,93.07,93.95,2,Completes workplans well ahead of schedule.,0.87,2,2025-10-01 00:00:00
311,26,92,93.74,91.38,1,Consistently exceeds monthly volume targets.,0.86,2,2025-11-01 00:00:00
312,26,139,100.0,98.22,1,Completes workplans well ahead of schedule.,0.98,2,2025-12-01 00:00:00
313,27,158,97.04,99.97,1,Consistently exceeds monthly volume targets.,0.91,2,2025-01-01 00:00:00
314,27,155,95.49,93.46,1,Consistently exceeds monthly volume targets.,0.93,2,2025-02-01 00:00:00
315,27,115,100.0,93.03,2,Consistently exceeds monthly volume targets.,0.88,2,2025-03-01 00:00:00
316,27,152,92.55,91.49,0,High output speed on ledger entries.,0.89,2,2025-04-01 00:00:00
317,27,149,94.66,97.43,0,High output speed on ledger entries.,0.86,2,2025-05-01 00:00:00
318,27,143,97.29,91.43,2,High output speed on ledger entries.,0.89,2,2025-06-01 00:00:00
319,27,118,97.46,95.8,1,Consistently exceeds monthly volume targets.,0.99,2,2025-07-01 00:00:00
320,27,102,95.94,87.44,0,Completes workplans well ahead of schedule.,0.94,2,2025-08-01 00:00:00
321,27,135,94.02,92.77,2,Consistently exceeds monthly volume targets.,0.87,2,2025-09-01 00:00:00
322,27,130,97.52,92.15,1,Consistently exceeds monthly volume targets.,0.9,2,2025-10-01 00:00:00
323,27,102,95.55,94.33,0,Completes workplans well ahead of schedule.,0.98,2,2025-11-01 00:00:00
324,27,116,94.09,90.92,2,High output speed on ledger entries.,0.97,2,2025-12-01 00:00:00
325,28,136,95.34,85.98,0,Completes workplans well ahead of schedule.,0.87,2,2025-01-01 00:00:00
326,28,159,96.06,87.39,1,High output speed on ledger entries.,0.95,2,2025-02-01 00:00:00
327,28,122,96.02,98.01,1,High output speed on ledger entries.,0.99,2,2025-03-01 00:00:00
328,28,150,96.47,89.58,3,High output speed on ledger entries.,0.95,2,2025-04-01 00:00:00
329,28,98,93.11,94.26,1,High output speed on ledger entries.,0.97,2,2025-05-01 00:00:00
330,28,116,95.93,95.34,0,High output speed on ledger entries.,0.97,2,2025-06-01 00:00:00
331,28,122,93.94,98.48,0,High output speed on ledger entries.,0.99,2,2025-07-01 00:00:00
332,28,114,96.04,97.82,0,Consistently exceeds monthly volume targets.,0.93,2,2025-08-01 00:00:00
333,28,129,98.06,90.53,0,Completes workplans well ahead of schedule.,0.85,2,2025-09-01 00:00:00
334,28,125,94.06,96.91,0,Completes workplans well ahead of schedule.,0.96,2,2025-10-01 00:00:00
335,28,130,96.66,94.77,0,High output speed on ledger entries.,0.97,2,2025-11-01 00:00:00
336,28,174,97.89,93.74,0,Consistently exceeds monthly volume targets.,0.97,2,2025-12-01 00:00:00
337,29,107,90.35,77.29,6,Zero compliance audit findings.,0.87,1,2025-01-01 00:00:00
338,29,85,93.42,82.02,4,Zero compliance audit findings.,0.95,1,2025-02-01 00:00:00
339,29,85,81.68,73.08,0,Demonstrates exemplary regulatory compliance.,0.91,1,2025-03-01 00:00:00
340,29,101,94.54,85.29,2,Zero compliance audit findings.,0.92,1,2025-04-01 00:00:00
341,29,120,86.77,85.56,3,Zero compliance audit findings.,0.99,1,2025-05-01 00:00:00
342,29,67,91.65,90.53,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-06-01 00:00:00
343,29,95,86.52,87.22,1,Zero compliance audit findings.,0.97,1,2025-07-01 00:00:00
344,29,84,83.49,88.19,0,Demonstrates exemplary regulatory compliance.,0.86,1,2025-08-01 00:00:00
345,29,90,81.14,75.06,0,Strictly adheres to KYC protocols.,0.9,1,2025-09-01 00:00:00
346,29,91,83.53,65.06,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-10-01 00:00:00
347,29,103,90.42,82.71,4,Demonstrates exemplary regulatory compliance.,0.91,1,2025-11-01 00:00:00
348,29,106,88.09,87.71,1,Zero compliance audit findings.,0.91,1,2025-12-01 00:00:00
349,30,74,82.87,60.58,3,Minor KYC compliance oversight noted.,0.93,0,2025-01-01 00:00:00
350,30,68,66.54,74.7,3,Frequent audit exceptions flagged.,0.95,0,2025-02-01 00:00:00
351,30,29,70.8,60.03,8,Minor KYC compliance oversight noted.,0.91,0,2025-03-01 00:00:00
352,30,48,71.69,64.25,7,Frequent audit exceptions flagged.,0.93,0,2025-04-01 00:00:00
353,30,38,70.32,55.42,5,Fails to verify documentation thoroughly.,0.92,0,2025-05-01 00:00:00
354,30,58,90.63,51.92,4,Fails to verify documentation thoroughly.,0.99,0,2025-06-01 00:00:00
355,30,26,91.31,49.06,2,Minor KYC compliance oversight noted.,0.96,0,2025-07-01 00:00:00
356,30,66,74.13,63.71,9,Fails to verify documentation thoroughly.,0.92,0,2025-08-01 00:00:00
357,30,35,77.33,61.38,10,Minor KYC compliance oversight noted.,0.9,0,2025-09-01 00:00:00
358,30,78,81.82,81.92,4,Minor KYC compliance oversight noted.,0.95,0,2025-10-01 00:00:00
359,30,96,67.25,74.05,5,Fails to verify documentation thoroughly.,0.97,0,2025-11-01 00:00:00
360,30,42,74.27,64.42,5,Minor KYC compliance oversight noted.,0.95,1,2025-12-01 00:00:00
361,31,55,89.11,84.05,4,Demonstrates exemplary regulatory compliance.,0.99,1,2025-01-01 00:00:00
362,31,109,92.02,74.52,2,Demonstrates exemplary regulatory compliance.,0.88,1,2025-02-01 00:00:00
363,31,86,81.13,83.23,0,Strictly adheres to KYC protocols.,0.91,1,2025-03-01 00:00:00
364,31,106,91.09,83.74,4,Zero compliance audit findings.,0.91,1,2025-04-01 00:00:00
365,31,103,91.51,80.97,5,Strictly adheres to KYC protocols.,0.95,1,2025-05-01 00:00:00
366,31,74,82.04,79.14,2,Zero compliance audit findings.,0.98,2,2025-06-01 00:00:00
367,31,59,76.28,84.39,5,Zero compliance audit findings.,0.91,1,2025-07-01 00:00:00
368,31,93,89.44,79.47,2,Demonstrates exemplary regulatory compliance.,0.89,1,2025-08-01 00:00:00
369,31,73,91.11,65.09,0,Demonstrates exemplary regulatory compliance.,0.86,1,2025-09-01 00:00:00
370,31,72,83.11,87.76,3,Strictly adheres to KYC protocols.,0.93,1,2025-10-01 00:00:00
371,31,124,93.37,76.13,2,Zero compliance audit findings.,0.92,1,2025-11-01 00:00:00
372,31,99,80.26,78.81,2,Zero compliance audit findings.,0.92,1,2025-12-01 00:00:00
373,32,148,97.42,94.42,0,Completes workplans well ahead of schedule.,0.91,2,2025-01-01 00:00:00
374,32,115,92.24,98.21,1,High output speed on ledger entries.,0.9,2,2025-02-01 00:00:00
375,32,156,100.0,100.0,0,High output speed on ledger entries.,0.97,2,2025-03-01 00:00:00
376,32,133,98.49,97.26,2,Completes workplans well ahead of schedule.,0.99,2,2025-04-01 00:00:00
377,32,109,98.1,91.53,0,Completes workplans well ahead of schedule.,0.9,0,2025-05-01 00:00:00
378,32,153,92.94,98.23,2,Consistently exceeds monthly volume targets.,0.88,2,2025-06-01 00:00:00
379,32,133,93.27,92.45,2,Completes workplans well ahead of schedule.,0.91,2,2025-07-01 00:00:00
380,32,114,97.14,97.1,1,Completes workplans well ahead of schedule.,0.91,2,2025-08-01 00:00:00
381,32,139,100.0,94.16,1,Consistently exceeds monthly volume targets.,0.93,2,2025-09-01 00:00:00
382,32,129,99.47,90.01,1,Completes workplans well ahead of schedule.,0.88,2,2025-10-01 00:00:00
383,32,157,93.21,89.95,3,Consistently exceeds monthly volume targets.,0.87,2,2025-11-01 00:00:00
384,32,122,100.0,94.28,0,High output speed on ledger entries.,0.94,2,2025-12-01 00:00:00
385,33,80,93.62,72.39,3,Zero compliance audit findings.,0.92,1,2025-01-01 00:00:00
386,33,81,92.19,95.69,1,Strictly adheres to KYC protocols.,0.99,1,2025-02-01 00:00:00
387,33,125,90.43,81.93,3,Demonstrates exemplary regulatory compliance.,0.91,1,2025-03-01 00:00:00
388,33,84,85.77,80.94,3,Zero compliance audit findings.,0.98,1,2025-04-01 00:00:00
389,33,112,82.02,83.54,2,Zero compliance audit findings.,0.93,1,2025-05-01 00:00:00
390,33,76,92.66,70.08,2,Strictly adheres to KYC protocols.,0.89,1,2025-06-01 00:00:00
391,33,84,80.14,82.1,4,Demonstrates exemplary regulatory compliance.,0.97,1,2025-07-01 00:00:00
392,33,121,86.78,94.71,2,Demonstrates exemplary regulatory compliance.,0.96,1,2025-08-01 00:00:00
393,33,115,93.35,90.1,2,Demonstrates exemplary regulatory compliance.,0.94,1,2025-09-01 00:00:00
394,33,101,89.22,86.86,3,Zero compliance audit findings.,0.97,1,2025-10-01 00:00:00
395,33,92,86.97,82.7,2,Zero compliance audit findings.,0.96,1,2025-11-01 00:00:00
396,33,103,90.24,80.3,2,Demonstrates exemplary regulatory compliance.,0.88,1,2025-12-01 00:00:00
397,34,89,69.95,66.59,6,Fails to verify documentation thoroughly.,0.96,2,2025-01-01 00:00:00
398,34,68,85.67,55.08,5,Fails to verify documentation thoroughly.,0.85,0,2025-02-01 00:00:00
399,34,89,70.51,61.09,2,Fails to verify documentation thoroughly.,0.97,0,2025-03-01 00:00:00
400,34,74,73.89,84.15,7,Fails to verify documentation thoroughly.,0.87,0,2025-04-01 00:00:00
401,34,20,85.92,74.81,5,Minor KYC compliance oversight noted.,0.96,0,2025-05-01 00:00:00
402,34,49,77.99,76.1,7,Frequent audit exceptions flagged.,0.96,0,2025-06-01 00:00:00
403,34,55,79.77,69.84,4,Frequent audit exceptions flagged.,0.94,0,2025-07-01 00:00:00
404,34,41,62.56,67.86,5,Minor KYC compliance oversight noted.,0.97,0,2025-08-01 00:00:00
405,34,41,74.05,65.2,4,Frequent audit exceptions flagged.,0.89,0,2025-09-01 00:00:00
406,34,32,78.31,57.92,6,Frequent audit exceptions flagged.,1.0,0,2025-10-01 00:00:00
407,34,76,79.84,65.45,6,Fails to verify documentation thoroughly.,0.89,0,2025-11-01 00:00:00
408,34,55,61.02,53.99,9,Frequent audit exceptions flagged.,0.95,0,2025-12-01 00:00:00
409,35,114,86.12,80.93,1,Strictly adheres to KYC protocols.,0.96,1,2025-01-01 00:00:00
410,35,96,92.13,74.28,1,Zero compliance audit findings.,1.0,1,2025-02-01 00:00:00
411,35,143,84.81,74.19,1,Demonstrates exemplary regulatory compliance.,0.98,1,2025-03-01 00:00:00
412,35,83,89.95,73.36,3,Strictly adheres to KYC protocols.,0.9,1,2025-04-01 00:00:00
413,35,42,80.86,69.84,3,Strictly adheres to KYC protocols.,0.95,1,2025-05-01 00:00:00
414,35,113,88.02,85.29,1,Zero compliance audit findings.,0.94,1,2025-06-01 00:00:00
415,35,75,83.84,84.79,1,Demonstrates exemplary regulatory compliance.,0.92,1,2025-07-01 00:00:00
416,35,90,90.93,89.01,2,Demonstrates exemplary regulatory compliance.,0.97,1,2025-08-01 00:00:00
417,35,119,87.79,77.65,3,Zero compliance audit findings.,0.89,1,2025-09-01 00:00:00
418,35,101,88.59,85.53,3,Zero compliance audit findings.,0.92,1,2025-10-01 00:00:00
419,35,119,89.5,80.92,2,Demonstrates exemplary regulatory compliance.,0.86,2,2025-11-01 00:00:00
420,35,96,85.94,82.7,0,Zero compliance audit findings.,0.95,1,2025-12-01 00:00:00
421,36,122,98.12,85.01,1,Consistently exceeds monthly volume targets.,0.91,2,2025-01-01 00:00:00
422,36,125,96.53,98.8,0,High output speed on ledger entries.,0.92,2,2025-02-01 00:00:00
423,36,122,93.31,91.25,0,High output speed on ledger entries.,0.9,2,2025-03-01 00:00:00
424,36,90,95.54,91.58,2,Completes workplans well ahead of schedule.,0.98,2,2025-04-01 00:00:00
425,36,146,95.48,100.0,0,High output speed on ledger entries.,0.96,2,2025-05-01 00:00:00
426,36,136,97.67,91.06,1,Consistently exceeds monthly volume targets.,0.85,1,2025-06-01 00:00:00
427,36,143,97.76,97.16,1,Consistently exceeds monthly volume targets.,0.85,2,2025-07-01 00:00:00
428,36,148,93.85,99.61,0,High output speed on ledger entries.,0.95,2,2025-08-01 00:00:00
429,36,150,96.38,93.53,3,Consistently exceeds monthly volume targets.,0.9,2,2025-09-01 00:00:00
430,36,157,96.78,100.0,0,High output speed on ledger entries.,0.89,1,2025-10-01 00:00:00
431,36,122,100.0,93.13,0,High output speed on ledger entries.,0.95,2,2025-11-01 00:00:00
432,36,121,93.48,90.97,0,Consistently exceeds monthly volume targets.,0.9,2,2025-12-01 00:00:00
433,37,116,92.57,94.12,0,Completes workplans well ahead of schedule.,0.91,2,2025-01-01 00:00:00
434,37,155,99.8,96.04,1,Consistently exceeds monthly volume targets.,0.85,2,2025-02-01 00:00:00
435,37,118,93.27,97.56,2,High output speed on ledger entries.,0.88,2,2025-03-01 00:00:00
436,37,149,94.48,89.95,1,Completes workplans well ahead of schedule.,0.85,2,2025-04-01 00:00:00
437,37,140,98.61,96.15,2,High output speed on ledger entries.,1.0,2,2025-05-01 00:00:00
438,37,95,94.65,89.97,0,High output speed on ledger entries.,0.92,2,2025-06-01 00:00:00
439,37,110,95.17,95.97,1,Consistently exceeds monthly volume targets.,0.96,2,2025-07-01 00:00:00
440,37,129,98.91,96.68,3,Consistently exceeds monthly volume targets.,0.98,1,2025-08-01 00:00:00
441,37,150,94.23,94.5,0,Consistently exceeds monthly volume targets.,0.97,2,2025-09-01 00:00:00
442,37,130,97.53,89.93,0,Consistently exceeds monthly volume targets.,0.95,2,2025-10-01 00:00:00
443,37,110,99.04,91.61,1,Consistently exceeds monthly volume targets.,0.85,2,2025-11-01 00:00:00
444,37,147,97.73,99.34,0,Completes workplans well ahead of schedule.,0.9,2,2025-12-01 00:00:00
445,38,137,98.68,100.0,2,Consistently exceeds monthly volume targets.,0.87,2,2025-01-01 00:00:00
446,38,166,96.06,92.59,1,High output speed on ledger entries.,0.92,2,2025-02-01 00:00:00
447,38,105,97.25,88.4,2,Consistently exceeds monthly volume targets.,0.87,0,2025-03-01 00:00:00
448,38,145,96.35,98.47,1,Consistently exceeds monthly volume targets.,0.91,2,2025-04-01 00:00:00
449,38,174,95.83,91.39,2,High output speed on ledger entries.,0.87,2,2025-05-01 00:00:00
450,38,161,96.01,98.05,0,High output speed on ledger entries.,0.89,2,2025-06-01 00:00:00
451,38,127,97.01,89.91,1,Completes workplans well ahead of schedule.,0.94,2,2025-07-01 00:00:00
452,38,144,100.0,97.81,0,Completes workplans well ahead of schedule.,0.98,2,2025-08-01 00:00:00
453,38,84,99.89,97.42,3,Consistently exceeds monthly volume targets.,0.93,2,2025-09-01 00:00:00
454,38,111,95.26,94.97,0,Completes workplans well ahead of schedule.,0.95,2,2025-10-01 00:00:00
455,38,118,96.38,97.06,1,Consistently exceeds monthly volume targets.,0.87,2,2025-11-01 00:00:00
456,38,140,95.63,97.73,2,High output speed on ledger entries.,0.86,2,2025-12-01 00:00:00
457,39,140,95.58,94.85,1,Consistently exceeds monthly volume targets.,0.99,2,2025-01-01 00:00:00
458,39,132,96.19,98.77,0,Consistently exceeds monthly volume targets.,0.98,2,2025-02-01 00:00:00
459,39,121,94.71,93.21,4,High output speed on ledger entries.,0.95,2,2025-03-01 00:00:00
460,39,120,95.56,91.36,1,High output speed on ledger entries.,0.97,2,2025-04-01 00:00:00
461,39,114,91.74,92.15,1,Consistently exceeds monthly volume targets.,0.85,2,2025-05-01 00:00:00
462,39,123,94.1,92.47,0,Consistently exceeds monthly volume targets.,0.99,0,2025-06-01 00:00:00
463,39,127,94.86,94.73,0,High output speed on ledger entries.,0.94,2,2025-07-01 00:00:00
464,39,127,96.83,97.52,0,Completes workplans well ahead of schedule.,0.91,2,2025-08-01 00:00:00
465,39,162,95.92,90.61,0,High output speed on ledger entries.,0.93,2,2025-09-01 00:00:00
466,39,113,96.71,94.95,1,Consistently exceeds monthly volume targets.,0.9,2,2025-10-01 00:00:00
467,39,97,92.43,97.13,1,Completes workplans well ahead of schedule.,1.0,2,2025-11-01 00:00:00
468,39,88,95.02,89.26,1,Consistently exceeds monthly volume targets.,0.91,2,2025-12-01 00:00:00
469,40,94,90.17,85.58,5,Demonstrates exemplary regulatory compliance.,0.95,1,2025-01-01 00:00:00
470,40,129,81.68,82.63,4,Demonstrates exemplary regulatory compliance.,0.92,2,2025-02-01 00:00:00
471,40,133,85.63,69.25,2,Strictly adheres to KYC protocols.,0.99,0,2025-03-01 00:00:00
472,40,91,95.32,98.53,2,Strictly adheres to KYC protocols.,0.94,1,2025-04-01 00:00:00
473,40,82,83.98,85.81,2,Zero compliance audit findings.,0.95,1,2025-05-01 00:00:00
474,40,111,85.57,79.16,3,Strictly adheres to KYC protocols.,0.87,2,2025-06-01 00:00:00
475,40,118,93.48,79.41,1,Strictly adheres to KYC protocols.,0.99,1,2025-07-01 00:00:00
476,40,104,88.87,79.28,2,Demonstrates exemplary regulatory compliance.,0.97,1,2025-08-01 00:00:00
477,40,100,86.38,86.77,1,Zero compliance audit findings.,0.87,1,2025-09-01 00:00:00
478,40,108,89.69,92.48,1,Zero compliance audit findings.,0.87,1,2025-10-01 00:00:00
479,40,76,84.78,81.17,2,Strictly adheres to KYC protocols.,0.91,1,2025-11-01 00:00:00
480,40,91,84.99,85.05,3,Demonstrates exemplary regulatory compliance.,1.0,2,2025-12-01 00:00:00
481,41,97,96.73,73.19,4,Demonstrates exemplary regulatory compliance.,0.93,1,2025-01-01 00:00:00
482,41,99,78.41,88.38,2,Strictly adheres to KYC protocols.,0.94,1,2025-02-01 00:00:00
483,41,94,88.25,79.41,2,Zero compliance audit findings.,0.97,1,2025-03-01 00:00:00
484,41,101,86.09,79.01,2,Demonstrates exemplary regulatory compliance.,0.87,1,2025-04-01 00:00:00
485,41,80,93.5,79.59,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-05-01 00:00:00
486,41,131,91.41,87.8,2,Strictly adheres to KYC protocols.,0.92,1,2025-06-01 00:00:00
487,41,105,94.9,83.96,1,Zero compliance audit findings.,0.88,1,2025-07-01 00:00:00
488,41,65,88.88,87.87,6,Strictly adheres to KYC protocols.,0.99,1,2025-08-01 00:00:00
489,41,62,91.94,93.31,3,Demonstrates exemplary regulatory compliance.,0.88,1,2025-09-01 00:00:00
490,41,85,86.23,89.98,2,Strictly adheres to KYC protocols.,0.96,1,2025-10-01 00:00:00
491,41,136,83.07,85.09,3,Zero compliance audit findings.,0.94,1,2025-11-01 00:00:00
492,41,111,86.32,88.77,4,Strictly adheres to KYC protocols.,0.99,1,2025-12-01 00:00:00
493,42,44,80.45,56.83,8,Minor KYC compliance oversight noted.,0.93,0,2025-01-01 00:00:00
494,42,49,68.6,80.23,4,Minor KYC compliance oversight noted.,0.86,0,2025-02-01 00:00:00
495,42,49,81.46,51.75,3,Fails to verify documentation thoroughly.,0.97,0,2025-03-01 00:00:00
496,42,80,81.01,76.52,7,Fails to verify documentation thoroughly.,0.93,0,2025-04-01 00:00:00
497,42,57,79.27,73.06,3,Minor KYC compliance oversight noted.,0.89,0,2025-05-01 00:00:00
498,42,96,71.24,72.23,3,Fails to verify documentation thoroughly.,0.89,0,2025-06-01 00:00:00
499,42,46,75.54,72.51,2,Fails to verify documentation thoroughly.,0.92,0,2025-07-01 00:00:00
